"qid","annotator","n_words","question_bn","paraphrase","pii_removed","notes"
"prot_0011_04","Sorup","11","দত্তক নেওয়া সন্তানকে কীভাবে নিজের সম্পত্তির উত্তরাধিকার বানাব? নাম প্রকাশে অনিচ্ছুক","দত্তক নেওয়া বাচ্চাকে কীভাবে আমার সম্পত্তির ওয়ারিশ বানাতে পারি?","no",""
"prot_0015_02","Sorup","71","আমার দাদা-দাদির পাঁচ ছেলে ও দুই মেয়ে। ১৯৭৭ সালে আমার বয়স যখন দুই বছর, তখন আমার বাবা মারা যান। আমি আমার বাবার একমাত্র মেয়ে। আমার দাদা-দাদি তখন জীবিত ছিলেন। তারপর আমার দাদা ১৯৮২ ও দাদি ২০১০ সালে মারা যান। আমার বাবার নামে কোনো সম্পত্তি ছিল না, সবই দাদা ও দাদির। এখন প্রশ্ন হলো, দাদা ও দাদির রেখে যাওয়া সম্পত্তির কতটুকু অংশ আমি পাব? আমার মাও কি সম্পত্তি পাবেন? কানিজ ফারহানা ময়মনসিংহ","আমার দাদা-দাদির পাঁচ ছেলে আর দুই মেয়ে। ১৯৭৭ সালে, আমার বয়স যখন দুই বছর, তখন আমার বাবা মারা যান। আমি বাবার একমাত্র মেয়ে। দাদা-দাদি তখনো বেঁচে ছিলেন। পরে ১৯৮২ সালে দাদা আর ২০১০ সালে দাদি মারা যান। বাবার নামে কোনো সম্পত্তি ছিল না, যা ছিল সব দাদা আর দাদির নামে। এখন প্রশ্ন হলো, দাদা-দাদির রেখে যাওয়া সম্পত্তি থেকে আমি কতটুকু পাব? আমার মা-ও কি কোনো ভাগ পাবেন?","yes","Removed signature (name and district)"
"prot_0017_03","Sorup","39","২০১১ সালে আমার বোন মারা যায়। আমার বাবা ও মা এখনো জীবিত। আমার বোনের একটি মেয়ে আছে, যার দেখাশোনা আমরা করি। আমার বাবা ও মার নামে সম্পত্তি আছে। আমার বাবা ও মা মারা গেলে ওই সম্পত্তির অংশীদার কে হবে?","২০১১ সালে আমার বোন মারা যায়। আমার মা-বাবা এখনো বেঁচে আছেন। বোনের একটা মেয়ে আছে, ওকে আমরাই দেখাশোনা করি। মা-বাবার নামে সম্পত্তি আছে। মা-বাবা মারা গেলে ওই সম্পত্তির ভাগ কারা কারা পাবে?","no",""
"prot_0019_01","Sorup","63","প্রথম স্ত্রীর সঙ্গে ২০০৮ সালে বিচ্ছেদ হয়। আমার প্রথম স্ত্রীর দুটি সন্তান আছে বলে দ্বিতীয় স্ত্রী সন্তান নেয়নি। বিশেষ করে আমার পুত্রসন্তানটি ছোট থেকে দ্বিতীয় স্ত্রীর কাছেই লালিত হচ্ছে। এ কারণে সে সব ক্ষেত্রে আমার দ্বিতীয় স্ত্রীর নাম ব্যবহার করে, এমনকি জন্মনিবন্ধন ও পঞ্চম শ্রেণির সনদও দ্বিতীয় মায়ের নামে করা হয়। আমার প্রশ্ন, এই নাম ব্যবহারের কারণে ভবিষ্যতে কোনো সমস্যা হবে কি না?","২০০৮ সালে প্রথম বউয়ের সঙ্গে আমার ছাড়াছাড়ি হয়ে যায়। প্রথম ঘরে দুটো বাচ্চা আছে বলে দ্বিতীয় বউ আর বাচ্চা নেয়নি। বিশেষ করে আমার ছেলেটা ছোটবেলা থেকেই দ্বিতীয় বউয়ের কাছে মানুষ হচ্ছে। এই কারণে সব জায়গায় সে মায়ের নাম হিসেবে আমার দ্বিতীয় বউয়ের নামই দেয়, এমনকি জন্মনিবন্ধন আর ক্লাস ফাইভের সার্টিফিকেটও দ্বিতীয় মায়ের নামে করা। আমার প্রশ্ন, এভাবে নাম ব্যবহার করায় ভবিষ্যতে কি কোনো ঝামেলা হবে?","no",""
"prot_0023_01","Sorup","21","বিয়ের কাবিননামা না থাকলে কি স্বামীর সম্পত্তিতে স্ত্রীর উত্তাধিকার থাকে? এ ক্ষেত্রে স্বামীর মৃত্যুর পর স্ত্রী কি স্বামীর সম্পত্তিতে অংশীদার হবে?","বিয়ের কাবিননামা না থাকলে কি স্বামীর সম্পত্তিতে বউয়ের ওয়ারিশি হক থাকে? মানে স্বামী মারা গেলে বউ কি তার সম্পত্তির ভাগ পাবে?","no",""
"prot_0025_06","Sorup","33","এখন সে আমার বোনকে ছেড়ে দিতে চাচ্ছে। তার দুই মেয়ে ও এক ছেলে। বর্তমানে আমার বোনের কোনো খোঁজখবর নেয় না। অবশ্য তার সন্তানদের খরচ দেয়। এমতাবস্থায় আমরা কী ধরনের আইনি পদক্ষেপ নিতে পারি?","এখন সে আমার বোনকে ছেড়ে দিতে চাইছে। তার দুই মেয়ে আর এক ছেলে। আজকাল সে আমার বোনের কোনো খোঁজখবরই নেয় না, তবে বাচ্চাদের খরচটা দেয়। এই অবস্থায় আমরা কী আইনি ব্যবস্থা নিতে পারি?","no","Text starts mid-story (beginning cut off)"
"prot_0026_05","Sorup","125","আমার বয়স ২৮। গত ১ ফেব্রুয়ারি আমার বিয়ে হয় একজন সরকারি কর্মকর্তার সঙ্গে। বিয়ের ১০ দিনের মাথায় সে আমার কাছে মোটা অঙ্কের যৌতুক দাবি করে। আমি যৌতুক দিতে রাজি না হওয়ায় কিছুদিন পর সে আমাকে তালাকের নোটিশ পাঠায়। আমি যাতে মামলা না করি, সে জন্য প্রথমে আমার পরিবারকে সে বলে তার ভুল হয়েছে, আমাকে সে নিতে চায়। এভাবে তিন মাস পার হওয়ার পর সে আমাকে ও আমার পরিবারকে বিভিন্নভাবে হুমকি দেয় এবং আমার সম্পর্কে অশালীন কথা বলে। একইভাবে সে আমাকে দেনমোহরের টাকা থেকে বঞ্চিত করছে। আমি মামলা করতে চাইলেও আমার পরিবার রাজি হচ্ছে না। আর আমার একার পক্ষে বেসরকারিভাবে মামলা চালানোর টাকাও নেই। আমি কী করতে পরি? আমি আমার দেনমোহরের টাকা নিতে চাই। আর আমি কোথায় গেলে এই সুবিধা পাব জানাবেন? নাম প্রকাশে অনিচ্ছুক ঢাকা","আমার বয়স ২৮। গত ১ ফেব্রুয়ারি এক সরকারি কর্মকর্তার সঙ্গে আমার বিয়ে হয়। বিয়ের ১০ দিনের মাথায় সে আমার কাছে মোটা টাকার যৌতুক চায়। আমি যৌতুক দিতে রাজি না হওয়ায় কিছুদিন পর সে আমাকে তালাকের নোটিশ পাঠায়। আমি যেন মামলা না করি, সেজন্য প্রথমে সে আমার বাড়ির লোকদের বলে, তার ভুল হয়ে গেছে, সে আমাকে ফিরিয়ে নিতে চায়। এভাবে তিন মাস পার করার পর সে আমাকে আর আমার পরিবারকে নানাভাবে হুমকি দিতে থাকে, আমার নামে নোংরা কথা বলে বেড়ায়। একইভাবে আমাকে দেনমোহরের টাকা থেকেও বঞ্চিত করছে। আমি মামলা করতে চাইলেও আমার পরিবার রাজি হচ্ছে না। আর একা নিজের টাকায় মামলা চালানোর সামর্থ্যও আমার নেই। আমি কী করতে পারি? আমি আমার দেনমোহরের টাকাটা চাই। কোথায় গেলে এই সুবিধা পাব, একটু জানাবেন?","yes","Removed district in signature"
"prot_0030_02","Sorup","113","আজ থেকে ছয় মাস আগে জোর করে আমার স্বামী আমাকে বিয়ে করে এবং সাদা স্ট্যাম্পে আমার সই নিয়ে এফিডেভিট করে যে আমি স্বেচ্ছায়, বিনা প্ররোচনায় তাকে বিয়ে করেছি, যা সম্পূর্ণ মিথ্যা। এতে আমার পরিবার আমাকে বর্জন করে। তাকে তো আমি স্বামী হিসেবে মানতে পারছি না। প্রথমত, আমি স্নাতক (সম্মান) ইংরেজির ছাত্রী ছিলাম আর সে বলতে গেলে নিরক্ষর। এ ছাড়া তার পরিবার, বাড়ির লোক, পরিবেশ, জীবনধারা, আদর্শ কিছুই আমার সঙ্গে সামঞ্জস্যপূর্ণ নয়। আমি চাচ্ছি তাকে তালাক দিয়ে নতুন করে জীবন সাজাতে। কিন্তু সে আমাকে শাসাচ্ছে যে আমি তালাক দিলে সে আত্মহত্যা করবে এবং তার বাড়ির লোকেরা আমার নামে মামলা দেবে। বিয়ের কোনো কাগজও আমার কাছে নেই। আমি কীভাবে তালাক দিতে পারি? নাম-ঠিকানা প্রকাশে অনিচ্ছুক","ছয় মাস আগে আমার স্বামী জোর করে আমাকে বিয়ে করে, আর সাদা স্ট্যাম্পে আমার সই নিয়ে এফিডেভিট করে যে আমি নিজের ইচ্ছায়, কারও প্ররোচনা ছাড়াই তাকে বিয়ে করেছি, যা পুরোপুরি মিথ্যা। এর ফলে আমার পরিবার আমাকে ত্যাগ করেছে। তাকে তো আমি স্বামী হিসেবে মেনে নিতে পারছি না। প্রথম কথা, আমি ইংরেজিতে অনার্স পড়তাম, আর সে বলতে গেলে লেখাপড়াই জানে না। তার ওপর তার পরিবার, বাড়ির লোকজন, পরিবেশ, চলাফেরা, আদর্শ, কোনো কিছুর সঙ্গেই আমার মেলে না। আমি চাই তাকে তালাক দিয়ে নতুন করে জীবনটা গুছিয়ে নিতে। কিন্তু সে আমাকে শাসাচ্ছে, আমি তালাক দিলে সে আত্মহত্যা করবে, আর তার বাড়ির লোকেরা আমার নামে মামলা করবে। বিয়ের কোনো কাগজও আমার কাছে নেই। আমি কীভাবে তালাক দিতে পারি?","no",""
"prot_0032_02","Sorup","42","আমি স্নাতক (সম্মান) শেষ বর্ষে পড়ি। বয়স ২৩ বছর। আট বছর ধরে একটা ছেলের সঙ্গে আমার সম্পর্ক। আমার চেয়ে ও কয়েক মাসের ছোট। এখন আমরা যদি বিয়ে করতে চাই অর্থাৎ কোর্টে গিয়ে বিয়ে করতে চাইলে বয়সের জন্য কি কোনো রকম অসুবিধা হবে?","আমি অনার্স ফাইনাল ইয়ারে পড়ি, বয়স ২৩। আট বছর ধরে একটা ছেলের সঙ্গে আমার সম্পর্ক। ও আমার চেয়ে কয়েক মাসের ছোট। এখন আমরা যদি বিয়ে করতে চাই, মানে কোর্টে গিয়ে বিয়ে করতে চাই, তাহলে বয়সের কারণে কি কোনো ঝামেলা হবে?","no",""
"prot_0035_03","Sorup","67","আমরা পাঁচ ভাই, পাঁচ বোন। আমার বাবা গত বছর মারা যান। তিনি তাঁর বড় সন্তানের নামে তুলনামূলক বেশি সম্পত্তি রেখে গেছেন। মৃত্যুর আগে তিনি বলেছেন, আমি তো সবাইকে সমান ভাগ দিতে পারলাম না, তোমরা সবাই সমানভাবে ভাগ-বাঁটোয়ারা করে নিয়ো। আমার প্রশ্ন, বাবার নামে যে সম্পত্তি আছে তা তো আমরা সমান ভাগে ভাগ পাব। কিন্তু বড় ভাইয়ের নামে যা আছে, তারও কি সমান ভাগ হবে? নাম প্রকাশে অনিচ্ছুক","আমরা পাঁচ ভাই, পাঁচ বোন। গত বছর আমার বাবা মারা গেছেন। তিনি তাঁর বড় সন্তানের নামে অন্যদের চেয়ে বেশি সম্পত্তি রেখে গেছেন। মারা যাওয়ার আগে বলে গেছেন, ‘আমি তো সবাইকে সমান ভাগ দিয়ে যেতে পারলাম না, তোমরা সবাই মিলে সমান করে ভাগ করে নিয়ো।’ আমার প্রশ্ন, বাবার নামে যে সম্পত্তি আছে সেটা তো আমরা সমান ভাগেই পাব। কিন্তু বড় ভাইয়ের নামে যা আছে, সেটাও কি সমান ভাগ হবে?","no",""
"prot_0036_06","Sorup","120","আমি এখন স্নাতকোত্তর পর্যায়ে পড়ছি। উচ্চমাধ্যমিক পরীক্ষার কিছুদিন আগে একটি মেয়েকে বিয়ে করি। আমাদের বিয়েটা আমার বাবা-মা মেনে নিলেও মেয়ের বাবা-মা মেনে নেয়নি। তার সঙ্গে আমার বিবাহবিচ্ছেদ হয়। সবাই জানে আমাদের তালাক হয়ে গেছে। কিন্তু আমরা আলাদা থাকতে পারিনি। আমি তার কথামতো মাঝেমধ্যে তার বাসায় যেতাম। হঠাৎ একদিন মেয়েটি আমাকে তার বাসায় যেতে বলে। আমি তার বাসায় গেলে আশপাশের লোকজন জড়ো করে আমাকে আবার বিয়ে করতে বাধ্য করে। সে আমার বিশ্বাস ভেঙে দিয়েছে। এখন আমি তাকে কোনোভাবেই মেনে নিতে পারছি না। যার কারণে আমি মেয়েটিকে আবার কাজির মাধ্যমে তালাক দিয়েছি। মেয়ে আমাকে বিভিন্ন সময়ে ভয়ভীতি দেখায়। সে নাকি আমাকে ছাড়া অন্য কোথাও বিয়ে করবে না। এখন আমি যদি তার সঙ্গে সংসার না করতে চাই, তাহলে সে কোনো ব্যবস্থা নিতে পারবে?শান্তঢাকা","আমি এখন মাস্টার্সে পড়ছি। এইচএসসি পরীক্ষার কিছুদিন আগে একটা মেয়েকে বিয়ে করেছিলাম। আমার মা-বাবা বিয়েটা মেনে নিলেও মেয়ের মা-বাবা মানেনি। পরে তার সঙ্গে আমার ছাড়াছাড়ি হয়ে যায়। সবাই জানে আমাদের তালাক হয়ে গেছে। কিন্তু আমরা আলাদা থাকতে পারিনি। ওর কথামতো আমি মাঝেমধ্যে ওর বাসায় যেতাম। হঠাৎ একদিন মেয়েটা আমাকে তার বাসায় আসতে বলে। আমি যাওয়ার পর আশপাশের লোকজন জড়ো করে আমাকে আবার বিয়ে করতে বাধ্য করে। সে আমার বিশ্বাসটা ভেঙে দিয়েছে। এখন আমি তাকে কোনোভাবেই মেনে নিতে পারছি না। তাই কাজির মাধ্যমে আমি আবার তাকে তালাক দিয়েছি। মেয়েটা এখন নানা সময় আমাকে ভয়ভীতি দেখায়। বলে, আমাকে ছাড়া সে আর কোথাও বিয়ে করবে না। এখন আমি যদি তার সঙ্গে সংসার করতে না চাই, তাহলে কি সে কোনো ব্যবস্থা নিতে পারবে?","yes","Removed signature (name and district)"
"prot_0037_03","Sorup","49","আমার কোনো সন্তান নেই। বিয়েতে দেনমোহর যা ছিল বিয়ের সময় কিছু পরিশোধ করা হয়, যা কাবিনে উল্লেখ আছে। আমি আমার স্ত্রীকে তালাক দিলে আর কত টাকা ফেরত দিতে হবে। আইনের মাধ্যমে তালাক দিলে আমার কোনো সমস্যা হবে কি না। আমার স্ত্রী আমার বিরুদ্ধে আইনি ব্যবস্থা নিতে পারবে কি না?","আমার কোনো ছেলেমেয়ে নেই। বিয়েতে যে দেনমোহর ধরা হয়েছিল, তার কিছুটা বিয়ের সময়ই দিয়ে দেওয়া হয়, কাবিনে সেটা লেখা আছে। এখন বউকে তালাক দিলে আমাকে আর কত টাকা দিতে হবে? আইন মেনে তালাক দিলে কি আমার কোনো ঝামেলা হবে? বউ কি আমার বিরুদ্ধে কোনো আইনি ব্যবস্থা নিতে পারবে?","no",""
"prot_0038_03","Sorup","55","আমার বাবা মারা গেছেন চার বছর আগে। আমরা দুই ভাই ও দুই বোন। বাবার রেখে যাওয়া কোনো সম্পত্তি এখন পর্যন্ত খারিজ করা হয়নি। আমার দাদি জীবিত আছেন এবং তাঁর ছেলেমেয়েরাও জীবিত। এখন আমার বাবার কেনা সম্পত্তিতে দাদির অংশীদারত্ব আছে কি? উল্লেখ্য, আমরা মুসলিম। আইন অনুসারে দাদি কি আমার বাবার কেনা সম্পত্তির ভাগ পাবেন?নাম প্রকাশে অনিচ্ছুক","চার বছর আগে আমার বাবা মারা গেছেন। আমরা দুই ভাই, দুই বোন। বাবার রেখে যাওয়া কোনো সম্পত্তিরই এখনো খারিজ করানো হয়নি। আমার দাদি এখনো বেঁচে আছেন, তাঁর ছেলেমেয়েরাও বেঁচে আছেন। এখন বাবা যে সম্পত্তি কিনেছিলেন, তাতে কি দাদির কোনো ভাগ আছে? বলে রাখি, আমরা মুসলমান। আইন অনুযায়ী বাবার কেনা সম্পত্তিতে কি দাদি ভাগ পাবেন?","no",""
"prot_0040_01","Sorup","56","সরকারি কর্মচারীদের পেনশনের বিষয়টি নির্ধারিত বিধি দ্বারা পরিচালিত হয়। যথাযথ কর্তৃপক্ষের কাছে দেরিতে নমিনি করার কারণ উল্লেখ করে আপনি আপনার কন্যাকে নমিনি করতে পারেন। নতুন নমিনি নিয়োগে আইনগত কোনো বাধা নেই।আমি একজন মেয়েকে ভালোবাসি কিন্তু আমাদের দুজনের ধর্ম ভিন্ন। আমি চাই যার যার ধর্ম বজায় রেখে বিয়ে করতে। কি এ ধরনের কোনো আইন আছে? সুনিপুণ কর","সরকারি কর্মচারীদের পেনশনের ব্যাপারটা নির্দিষ্ট বিধিমালা মেনে চলে। দেরিতে নমিনি করার কারণ জানিয়ে উপযুক্ত কর্তৃপক্ষের কাছে আবেদন করে আপনি আপনার মেয়েকে নমিনি করতে পারেন। নতুন করে নমিনি করায় আইনে কোনো বাধা নেই। আমি একটা মেয়েকে ভালোবাসি, কিন্তু আমাদের দুজনের ধর্ম আলাদা। আমি চাই দুজনেই নিজের নিজের ধর্ম ঠিক রেখে বিয়ে করতে। এমন কোনো আইন কি আছে?","yes","Broken: starts with the tail of a lawyer's answer about pension nominees; the citizen question is interfaith marriage without conversion. Removed signature name"
"prot_0042_02","Sorup","50","আমি একটি মেয়েকে গত বছর মুঠোফোনের মাধ্যমে বিয়ে করি। বিয়ের সময় তার বয়স হয়েছিল ১৫ বছর সাত মাস। বিয়েতে নির্দিষ্ট অংকের দেনমোহর ধার্য ছিল। কিন্তু এ বিয়ের খবর দুজনের পরিবারের কেউ জানে না। বিয়ের কাগজ-কলমে কোনো প্রমাণ বা স্বাক্ষর আমাদের কাছে নেই। আমাদের যে বিয়ে হয়েছে, তা বৈধ নাকি অবৈধ?আমিনকক্সবাজার","গত বছর মোবাইল ফোনে একটা মেয়েকে বিয়ে করেছি। বিয়ের সময় ওর বয়স ছিল ১৫ বছর সাত মাস। বিয়েতে একটা নির্দিষ্ট অঙ্কের দেনমোহরও ঠিক করা হয়েছিল। কিন্তু এই বিয়ের কথা দুজনের বাড়ির কেউ জানে না। বিয়ের কোনো কাগজপত্র, প্রমাণ বা সই আমাদের কাছে নেই। আমাদের যে বিয়েটা হয়েছে, সেটা বৈধ না অবৈধ?","yes","Removed signature (name and district)"
"prot_0045_01","Sorup","63","আমার বাবার তিন স্ত্রী। প্রথম স্ত্রীর ঘরে তিন মেয়ে। দ্বিতীয় স্ত্রীর (আমার মা) ঘরে দুই ছেলে ও এক মেয়ে। তৃতীয় স্ত্রীর ঘরে কোনো সন্তান নেই। বাবার তৃতীয় স্ত্রী প্রথমে মারা যান, তারপর বাবা এবং বাবার পর তাঁর প্রথম স্ত্রী মারা যান। আমার মা জীবিত আছেন। মুসলিম আইন অনুযায়ী বাবার প্রথম স্ত্রীর সম্পত্তি কি আমরা পাব? যদি পাই তাহলে কী পরিমাণ পাব?নাম প্রকাশে অনিচ্ছুককুড়িগ্রাম","আমার বাবার তিন বউ। প্রথম বউয়ের ঘরে তিন মেয়ে। দ্বিতীয় বউয়ের (আমার মা) ঘরে দুই ছেলে আর এক মেয়ে। তৃতীয় বউয়ের কোনো সন্তান নেই। প্রথমে বাবার তৃতীয় বউ মারা যান, তারপর বাবা, আর বাবার পরে তাঁর প্রথম বউ মারা যান। আমার মা এখনো বেঁচে আছেন। মুসলিম আইন অনুযায়ী বাবার প্রথম বউয়ের সম্পত্তি থেকে কি আমরা কিছু পাব? পেলে কতখানি পাব?","yes","Removed district in signature"
"prot_0047_02","Sorup","59","আমি ভিন্ন ধর্মের একটি মেয়েকে ভালোবাসি। মেয়েটিও আমাকে খুব ভালোবাসে। মেয়েটি ইসলাম ধর্মে ধর্মান্তরিত হয়ে আমাকে বিয়ে করতে চায়। আমার আসল বয়স ১৯ বছর। কিন্তু জন্মনিবন্ধনে এবং সার্টিফিকেটে বয়স ১৭ বছর। মেয়েটির আসল ও জন্মনিবন্ধনে বয়স ১৬ বছর। আগামী দুই বছর পর আমরা বিয়ে করতে পারব কি? বিয়ের পর মেয়ের পরিবারের পক্ষ থেকে আমাদের কোনো জটিলতায় ফেলতে পারবে কি?","আমি অন্য ধর্মের একটা মেয়েকে ভালোবাসি, মেয়েটাও আমাকে খুব ভালোবাসে। ও ইসলাম ধর্ম গ্রহণ করে আমাকে বিয়ে করতে চায়। আমার আসল বয়স ১৯, কিন্তু জন্মনিবন্ধন আর সার্টিফিকেটে বয়স ১৭। মেয়েটার আসল বয়স আর জন্মনিবন্ধনের বয়স, দুটোই ১৬। দুই বছর পরে কি আমরা বিয়ে করতে পারব? বিয়ের পর মেয়ের বাড়ির লোকেরা কি আমাদের কোনো ঝামেলায় ফেলতে পারবে?","no",""
"prot_0048_02","Sorup","65","আমার দুটি ছেলে আছে। তাদের বয়স সাত ও ১৩। আমার স্বামী দুই বছর আগে আরেকটি বিয়ে করেছে। তার পর থেকে আমি তার সঙ্গে থাকি না। যদিও তার সঙ্গে আমার তালাক হয়নি। এখন আমি তাকে তালাক দিয়ে নতুন জীবন শুরু করতে চাই। সে ক্ষেত্রে সন্তানদের কি আমার কাছে রাখতে পারব? দুই বছর ধরে ওরা আমার কাছেই থাকে। ওরা ওদের বাবার কাছে থাকতে চায় না।নাম প্রকাশে অনিচ্ছুক","আমার দুই ছেলে, একজনের বয়স সাত, আরেকজনের ১৩। দুই বছর আগে আমার স্বামী আরেকটা বিয়ে করেছে। তারপর থেকে আমি আর তার সঙ্গে থাকি না, যদিও আমাদের তালাক হয়নি। এখন আমি তাকে তালাক দিয়ে নতুন করে জীবন শুরু করতে চাই। সেক্ষেত্রে ছেলেদের কি আমি আমার কাছে রাখতে পারব? দুই বছর ধরে ওরা আমার কাছেই থাকে, আর ওরা বাবার কাছে থাকতে চায় না।","no",""
"prot_0049_04","Sorup","108","আমার বন্ধুর বড় ভাই ১১ মাস আগে বিদেশে কর্মরত অবস্থায় মারা যান। তাঁর বউয়ের বয়স ২২ বছর এবং একমাত্র ছেলের বয়স দুই বছর। তিনি যখন বিদেশে যান, তখন তাঁর স্ত্রী পাঁচ মাসের গর্ভবতী ছিলেন। এ কারণে তিনি ছেলের মুখ দেখতে পারেননি। ইসলাম ধর্মে বড় ভাই মারা গেলে তাঁর বউকে ছোট ভাই বিয়ে করতে পারে। হিন্দুধর্মে কি এমন কোনো বিধান নেই যে বড় ভাই মারা যাওয়ার পর ছোট ভাই তাঁর বউকে বিয়ে করতে পারবে? যদি থাকে, তা হলে দুটি প্রাণ বেঁচে যায়। অসহায় একটি নারী পাবে আশ্রয় এবং নাবালক ছেলে পাবে তার ভবিষ্যতের ঠিকানা। কয়েকজন হিন্দু সমাজপতি বলেন, বড় ভাইয়ের বউ মায়ের সমান, তাকে বিয়ে করলে পাপ হবে।সুমন কর্মকারসিলেট","আমার এক বন্ধুর বড় ভাই ১১ মাস আগে বিদেশে কাজ করার সময় মারা যান। তাঁর বউয়ের বয়স ২২, আর একমাত্র ছেলের বয়স দুই বছর। তিনি যখন বিদেশে যান, তখন তাঁর বউ পাঁচ মাসের অন্তঃসত্ত্বা ছিলেন। তাই ছেলের মুখটাও তিনি দেখে যেতে পারেননি। ইসলামে তো বড় ভাই মারা গেলে ছোট ভাই তাঁর বউকে বিয়ে করতে পারে। হিন্দু ধর্মে কি এমন কোনো বিধান নেই, যাতে বড় ভাই মারা যাওয়ার পর ছোট ভাই তাঁর বউকে বিয়ে করতে পারে? যদি থাকে, তাহলে দুটো জীবন বেঁচে যায়। অসহায় মেয়েটা একটা আশ্রয় পাবে, আর নাবালক ছেলেটা ভবিষ্যতের একটা ঠিকানা পাবে। কয়েকজন হিন্দু সমাজপতি বলছেন, বড় ভাইয়ের বউ মায়ের সমান, তাকে বিয়ে করলে পাপ হবে।","yes","Removed signature (name and district)"
"prot_0052_01","Sorup","132","আমার বয়স ২৮ বছর। আট বছর ধরে একটা মেয়ের সঙ্গে আমার সম্পর্ক ছিল। তার বয়স এখন ২৩ বছর। সে আমার ভাবির বড় বোনের মেয়ে। বছর তিনেক আগে আমরা পরস্পরকে স্বামী-স্ত্রী হিসেবে গ্রহণ করি। এর কোনো সাক্ষী কিংবা কাগজপত্র নেই। এর পর থেকে আমরা স্বামী-স্ত্রীর মতো সময় কাটাই। তার কথামতো আমি সবাইকে জানাই, আমরা বিয়ে করেছি। সবাই জানে, আমরা স্বামী-স্ত্রী। চার মাস আগে তার নানিবাড়ির সবাই মিলে জোর করে তালাকের কাগজে সই নেয় এবং আমার গ্রামের বাড়িতে উকিল নোটিশ পাঠায়। উল্লেখ্য, আমি চার মাস পর একটি উকিল নোটিশ পেয়েছি। কিছুদিন আগে সবকিছু গোপন করে তাকে অন্যত্র বিয়ে দেওয়া হয়। আমাদের এই বিয়েতে আইন অনুযায়ী কোনো বাধা ছিল কি? আমাদের সম্পর্ককে কি বিয়ের সম্পর্ক বলা যায়? যদি ‘হ্যাঁ’ হয়, তাহলে এভাবে কি ডিভোর্স সম্ভব? সবকিছু গোপন করে তাকে বিয়ে দেওয়া হয়েছে, তা কি বৈধ?","আমার বয়স ২৮। আট বছর ধরে একটা মেয়ের সঙ্গে আমার সম্পর্ক ছিল, ওর বয়স এখন ২৩। ও আমার ভাবির বড় বোনের মেয়ে। বছর তিনেক আগে আমরা একে অন্যকে স্বামী-স্ত্রী হিসেবে মেনে নিই। এর কোনো সাক্ষী বা কাগজপত্র নেই। তারপর থেকে আমরা স্বামী-স্ত্রীর মতোই সময় কাটাতাম। ওর কথামতো আমি সবাইকে জানিয়ে দিই যে আমরা বিয়ে করেছি। সবাই জানে আমরা স্বামী-স্ত্রী। চার মাস আগে ওর নানাবাড়ির সবাই মিলে জোর করে তালাকের কাগজে সই নেয়, আর আমার গ্রামের বাড়িতে উকিল নোটিশ পাঠায়। বলে রাখি, চার মাস পরে আমি একটা উকিল নোটিশ হাতে পেয়েছি। কিছুদিন আগে সব কিছু লুকিয়ে ওকে অন্য জায়গায় বিয়ে দিয়ে দেওয়া হয়েছে। আমাদের এই বিয়েতে আইনের দিক থেকে কি কোনো বাধা ছিল? আমাদের সম্পর্কটাকে কি বিয়ে বলা যায়? যদি ‘হ্যাঁ’ হয়, তাহলে এভাবে কি ডিভোর্স হতে পারে? আর সব লুকিয়ে ওকে যে বিয়ে দেওয়া হলো, সেটা কি বৈধ?","no",""
