qid,annotator,n_words,question_bn,paraphrase,pii_removed,notes,reason,corrected_paraphrase
prot_0077_04,Sarwad,171,"আমি ১৫ বছর আগে একটি নামকরা প্রতিষ্ঠানের মার্কেট থেকে একটি দোকান কিনি আমার নামে। দোকানের কাগজপত্র আমার কাছে আছে। আমার এক আত্মীয়কে দোকানটি দেখাশোনা করতে দিয়েছিলাম।তিনি তখন দোকান থেকে আমাকেও টাকা-পয়সা দিতেন। প্রতিষ্ঠানটি প্রতিটি দোকান থেকে মাসের শেষে কিছু টাকা ভাড়া নেয়। ছয় বছর আগে আবার প্রতিষ্ঠানের সঙ্গে দোকানের চুক্তি করার সময় আত্মীয়টা ওই প্রতিষ্ঠানের চেয়ারম্যানের কাছে একটি দরখাস্ত করেন, যেন তাঁর আর আমার নামে দোকানটির চুক্তি করা হয়। চেয়ারম্যানও তাঁর কথামতো দুজনের নামে দোকানটি একটি কাগজে চুক্তি করে দিয়েছেন। সেই কাগজটাও আমার কাছে আছে। এর কিছুদিন পর আমি চেয়ারম্যানের সঙ্গে যোগাযোগ করি। আমি বলেছি এখন নতুন করে আবার শুধু আমার নামে চুক্তি করে দেন। তিনি একজন প্রভাবশালী লোক, আমার কথা শুনছেন না। দুজনের নামে দুটি উকিল নোটিশও পাঠিয়েছি। কিন্তু কোনো জবাব দেননি। এর পর থেকে আমাকে আর কোনো টাকা-পয়সাও দিচ্ছেন না। এখন আমি দোকানটি বন্ধ করতেও পারছি না। লোকটিকে দোকান থেকে ওঠাতেও পারছি না। আমার ছেলেমেয়ে এখনো স্কুল-কলেজে পড়ে। আমি আমার ছেলেমেয়েদের নিয়ে খুবই কষ্টে আছি।ওই আত্মীয় ও চেয়ারম্যানের বিরুদ্ধে কী করতে পারব, দোকানটি কীভাবে উদ্ধার করব? নাম প্রকাশে অনিচ্ছুক","আমি ১৫ বছর আগে একটি নামকরা প্রতিষ্ঠানের মার্কেট থেকে একটি দোকান কিনি আমার নামে। দোকানের কাগজপত্র আমার কাছে আছে। আমার এক আত্মীয়কে দোকানটি দেখাশোনা করতে দিয়েছিলাম।তিনি তখন দোকান থেকে আমাকেও টাকা-পয়সা দিতেন। প্রতিষ্ঠানটি প্রতিটি দোকান থেকে মাসের শেষে কিছু টাকা ভাড়া নেয়। ছয় বছর আগে আবার প্রতিষ্ঠানের সঙ্গে দোকানের চুক্তি করার সময় আত্মীয়টা ওই প্রতিষ্ঠানের চেয়ারম্যানের কাছে একটি দরখাস্ত করেন, যেন তাঁর আর আমার নামে দোকানটির চুক্তি করা হয়। চেয়ারম্যানও তাঁর কথামতো দুজনের নামে দোকানটি একটি কাগজে চুক্তি করে দিয়েছেন। সেই কাগজটাও আমার কাছে আছে। এর কিছুদিন পর আমি চেয়ারম্যানের সঙ্গে যোগাযোগ করি। আমি বলেছি এখন নতুন করে আবার শুধু আমার নামে চুক্তি করে দেন। তিনি একজন প্রভাবশালী লোক, আমার কথা শুনছেন না। দুজনের নামে দুটি উকিল নোটিশও পাঠিয়েছি। কিন্তু কোনো জবাব দেননি। এর পর থেকে আমাকে আর কোনো টাকা-পয়সাও দিচ্ছেন না। এখন আমি দোকানটি বন্ধ করতেও পারছি না। লোকটিকে দোকান থেকে ওঠাতেও পারছি না। আমার ছেলেমেয়ে এখনো স্কুল-কলেজে পড়ে। আমি আমার ছেলেমেয়েদের নিয়ে খুবই কষ্টে আছি।ওই আত্মীয় ও চেয়ারম্যানের বিরুদ্ধে কী করতে পারব, দোকানটি কীভাবে উদ্ধার করব? নাম প্রকাশে অনিচ্ছুক",no,,exact copy of copyrighted source question,"১৫ বছর আগে একটি মার্কেটের দোকান নিজের নামে কিনে আত্মীয়কে দেখাশোনায় দিই। ছয় বছর আগে সে চেয়ারম্যানকে বলে নতুন চুক্তিতে আমাদের দুজনের নাম ঢোকায়; দুই কাগজই আমার কাছে। শুধু আমার নামে ফেরাতে দুইবার আইনি নোটিশ দিলেও চেয়ারম্যান জবাব দেননি, আর আত্মীয় টাকা দেওয়া বন্ধ করেছে। দোকান বন্ধ বা তাকে সরাতেও পারছি না। তাদের বিরুদ্ধে কী করে দোকান উদ্ধার করব?"
prot_0079_01,Sarwad,154,"আমার বাবা পারিবারিক বিবাদের কারণে আমার ও মায়ের খোঁজখবর নিতেন না। তিনি আরও একটি বিয়ে করেছেন। আমি মামার সংসারে বড় হই। মামা মারা গেলে আর্থিক অনটনে পড়ে লেখাপড়া চালিয়ে যেতে না পেরে আমি ১৪ বছর বয়সে একা একাই বাবার কাছে যাই। বাবা ও তাঁর দ্বিতীয় স্ত্রী প্রথম দিকে আমার সঙ্গে ভালো ব্যবহার করলেও পরে তাঁরা আমাকে মানসিক ও শারীরিকভাবে নির্যাতন করেন। আমার লেখাপড়ায় বাধা দেন। ওই সংসারে টিকে থাকতে না পেরে আমি আবার মায়ের কাছে ফিরে আসি। মা অনেক কষ্টে আমার লেখাপড়ার খরচ বহন করছেন। এখন আমি দশম শ্রেণীতে পড়ছি। বাবার কাছ থেকে কোনো আর্থিক সহযোগিতা পাচ্ছি না। বরং তিনি বলেন, আমার মাকে তালাক দেবেন এবং আমাকে নাকি ত্যাজ্য করে দেবেন। তা ছাড়া তিনি সব সম্পত্তি তাঁর বর্তমান স্ত্রী ও ছেলের নামে লিখে দেবেন বলে হুমকি দেন। এখন আমি জানতে চাই, তিনি ইচ্ছে করলেই কি আমাকে ত্যাজ্য করতে পারবেন? বাবা যদি কোনো সম্পত্তি আমাকে না লিখে দেন, তাহলে আমি কোনো আইনি ব্যবস্থা নিতে পারব?","আমার বাবা পারিবারিক বিবাদের কারণে আমার ও মায়ের খোঁজখবর নিতেন না। তিনি আরও একটি বিয়ে করেছেন। আমি মামার সংসারে বড় হই। মামা মারা গেলে আর্থিক অনটনে পড়ে লেখাপড়া চালিয়ে যেতে না পেরে আমি ১৪ বছর বয়সে একা একাই বাবার কাছে যাই। বাবা ও তাঁর দ্বিতীয় স্ত্রী প্রথম দিকে আমার সঙ্গে ভালো ব্যবহার করলেও পরে তাঁরা আমাকে মানসিক ও শারীরিকভাবে নির্যাতন করেন। আমার লেখাপড়ায় বাধা দেন। ওই সংসারে টিকে থাকতে না পেরে আমি আবার মায়ের কাছে ফিরে আসি। মা অনেক কষ্টে আমার লেখাপড়ার খরচ বহন করছেন। এখন আমি দশম শ্রেণীতে পড়ছি। বাবার কাছ থেকে কোনো আর্থিক সহযোগিতা পাচ্ছি না। বরং তিনি বলেন, আমার মাকে তালাক দেবেন এবং আমাকে নাকি ত্যাজ্য করে দেবেন। তা ছাড়া তিনি সব সম্পত্তি তাঁর বর্তমান স্ত্রী ও ছেলের নামে লিখে দেবেন বলে হুমকি দেন। এখন আমি জানতে চাই, তিনি ইচ্ছে করলেই কি আমাকে ত্যাজ্য করতে পারবেন? বাবা যদি কোনো সম্পত্তি আমাকে না লিখে দেন, তাহলে আমি কোনো আইনি ব্যবস্থা নিতে পারব?",no,,exact copy of copyrighted source question,"পারিবারিক বিবাদের পর বাবা আমাকে ও মাকে ছেড়ে আরেকটি বিয়ে করেন। মামার কাছে বড় হলেও ১৪ বছরে বাবার কাছে গিয়ে তাঁর ও সৎমায়ের মানসিক-শারীরিক নির্যাতনে আবার মায়ের কাছে ফিরি। এখন দশম শ্রেণিতে পড়ি; বাবা কোনো খরচ দেন না, বরং মাকে তালাক, আমাকে ত্যাজ্য এবং সব সম্পত্তি বর্তমান স্ত্রী-ছেলেকে দেওয়ার হুমকি দেন। তিনি কি আমাকে উত্তরাধিকার থেকে বাদ দিতে পারেন, আর আমি কী ব্যবস্থা নিতে পারি?"
prot_0080_03,Sarwad,64,"আমার বাবা-চাচারা চার ভাই, তিন বোন। আমি যখন সাত বছরের ছিলাম, তখন আমার বাবা মারা যান। দাদা এখনো জীবিত। লোকমুখে শুনেছি, বাবার আগে ছেলে মারা গেলে সেই মৃত ছেলের ওয়ারিশরা নাকি সম্পত্তি পায় না। আসলে কি তাই? দাদা বলেন, সব সম্পত্তি তাঁর ছেলেদের মধ্যে সমান ভাগ হবে। দাদা যদি সম্পত্তি আমার নামে লিখে না দেন, তাহলে কি দাদার মুখের কথা দ্বারা আমি সম্পত্তি পাব?","আমার বাবা-চাচারা চার ভাই, তিন বোন। আমি যখন সাত বছরের ছিলাম, তখন আমার বাবা মারা যান। দাদা এখনো জীবিত। লোকমুখে শুনেছি, বাবার আগে ছেলে মারা গেলে সেই মৃত ছেলের ওয়ারিশরা নাকি সম্পত্তি পায় না। আসলে কি তাই? দাদা বলেন, সব সম্পত্তি তাঁর ছেলেদের মধ্যে সমান ভাগ হবে। দাদা যদি সম্পত্তি আমার নামে লিখে না দেন, তাহলে কি দাদার মুখের কথা দ্বারা আমি সম্পত্তি পাব?",no,,exact copy of copyrighted source question,"বাবা-চাচারা চার ভাই ও তিন বোন। আমি সাত বছরের সময় বাবা মারা যান, দাদা এখনো জীবিত। শুনছি দাদার আগে ছেলে মারা গেলে তার সন্তানরা সম্পত্তি পায় না, আর দাদা বলেন শুধু জীবিত ছেলেদের সমান ভাগ দেবেন। তিনি আমার নামে দলিল না করলে আমি কি কোনো অংশ পাব?"
prot_0084_06,Sarwad,89,আমার দাদার বাবারা তিন ভাই। দাদা তাঁর ছোট চাচার একমাত্র মেয়েকে বিয়ে করেছেন। আমার দাদির কোনো ভাইবোন নেই। দাদি তাঁর বাবার কাছ থেকে প্রাপ্ত অংশটুকু বিক্রি করে দিয়েছেন। সব সম্পত্তি হিন্দু জমিদারের কাছে বন্ধক ছিল। আমার দাদা ও দাদির বাবা সব সম্পত্তি বন্ধকমুক্ত করার বিনিময়ে দাদির বাবা জমির এক-তৃতীয়াংশের মালিক হয়েছেন। ওই জমি দাদির বাবা আমার দাদির নামে দানপত্র দলিল করে দিয়েছেন। বর্তমানে আরএস ও বিএস জরিপেও আমরা মালিক। এখন আমার দাদার বড় দুই চাচার ওয়ারিশেরা এর বিরোধিতা করছে। এখন আইনগতভাবে আমরা কী করতে পারি? আমরা এর মালিক কিনা?,আমার দাদার বাবারা তিন ভাই। দাদা তাঁর ছোট চাচার একমাত্র মেয়েকে বিয়ে করেছেন। আমার দাদির কোনো ভাইবোন নেই। দাদি তাঁর বাবার কাছ থেকে প্রাপ্ত অংশটুকু বিক্রি করে দিয়েছেন। সব সম্পত্তি হিন্দু জমিদারের কাছে বন্ধক ছিল। আমার দাদা ও দাদির বাবা সব সম্পত্তি বন্ধকমুক্ত করার বিনিময়ে দাদির বাবা জমির এক-তৃতীয়াংশের মালিক হয়েছেন। ওই জমি দাদির বাবা আমার দাদির নামে দানপত্র দলিল করে দিয়েছেন। বর্তমানে আরএস ও বিএস জরিপেও আমরা মালিক। এখন আমার দাদার বড় দুই চাচার ওয়ারিশেরা এর বিরোধিতা করছে। এখন আইনগতভাবে আমরা কী করতে পারি? আমরা এর মালিক কিনা?,no,,exact copy of copyrighted source question,"দাদার বাবা ও চাচারা তিন ভাই ছিলেন। দাদা তাঁর নিঃসহোদর ছোট চাচাতো বোনকে বিয়ে করেন। বন্ধক ছাড়ানোর বিনিময়ে দাদির বাবা জমির এক-তৃতীয়াংশ পান এবং দাদির নামে দানপত্র করেন; দাদি নিজের আগের অংশ বিক্রি করেছিলেন। আরএস ও বিএস রেকর্ডে এখন আমরা মালিক, কিন্তু বড় দুই চাচার ওয়ারিশেরা আপত্তি করছে। মালিকানা রক্ষায় কী করতে পারি?"
prot_0087_04,Sarwad,128,"আমার বয়স ২৫ বছর। তিন বছর ধরে আমি বড় ভাইয়ের স্ত্রীকে ভালোবাসি। ভাইয়ের ঘরে তার এক বছর তিন মাস বয়সের একটি ছেলেসন্তান আছে। স্বামীর সঙ্গে তার আন্তরিকতা না থাকায় সম্প্রতি উভয়পক্ষের সম্মতিতে কাজির মাধ্যমে তালাক সম্পন্ন করে। দেনমোহর, খোরপোশ ও সন্তানের খরচ বাবদ যাবতীয় পাওনা স্বামীর কাছ থেকে আদায়ও করে নেয়। এখন আমরা বিয়ে করতে চাই। তার ছেলেকে আমি খুব স্নেহ করি। ছেলেটিকে কাছে রেখে আমার আদর্শে বড় করতে চাই। আর্থিকভাবে আমি সামর্থ্যবান নই। এ জন্য আমার ইচ্ছা থাকলেও বেশি পরিমাণ টাকা দেনমোহর ধার্য করতে পারি না। উভয়ের বাবা-মা আমাদের এই সম্পর্ক ও ইচ্ছাকে সমর্থন করছেন না।এ অবস্থায় তাকে বিয়ে করার আইনগত কোনো বাধা আছে কি না। ছেলেকে আমার কাছে রেখে বড় করতে চাইলে আইনগত কোনো বাধা আছে কি না। আইনমতে, ন্যূনতম কত টাকা দেনমোহর ধার্য করা যায়?","আমার বয়স ২৫ বছর। তিন বছর ধরে আমি বড় ভাইয়ের স্ত্রীকে ভালোবাসি। ভাইয়ের ঘরে তার এক বছর তিন মাস বয়সের একটি ছেলেসন্তান আছে। স্বামীর সঙ্গে তার আন্তরিকতা না থাকায় সম্প্রতি উভয়পক্ষের সম্মতিতে কাজির মাধ্যমে তালাক সম্পন্ন করে। দেনমোহর, খোরপোশ ও সন্তানের খরচ বাবদ যাবতীয় পাওনা স্বামীর কাছ থেকে আদায়ও করে নেয়। এখন আমরা বিয়ে করতে চাই। তার ছেলেকে আমি খুব স্নেহ করি। ছেলেটিকে কাছে রেখে আমার আদর্শে বড় করতে চাই। আর্থিকভাবে আমি সামর্থ্যবান নই। এ জন্য আমার ইচ্ছা থাকলেও বেশি পরিমাণ টাকা দেনমোহর ধার্য করতে পারি না। উভয়ের বাবা-মা আমাদের এই সম্পর্ক ও ইচ্ছাকে সমর্থন করছেন না।এ অবস্থায় তাকে বিয়ে করার আইনগত কোনো বাধা আছে কি না। ছেলেকে আমার কাছে রেখে বড় করতে চাইলে আইনগত কোনো বাধা আছে কি না। আইনমতে, ন্যূনতম কত টাকা দেনমোহর ধার্য করা যায়?",no,,exact copy of copyrighted source question,"আমার বয়স ২৫; তিন বছর ধরে বড় ভাইয়ের স্ত্রীকে ভালোবাসি। তাঁর এক বছর তিন মাসের ছেলে আছে এবং সম্প্রতি পারস্পরিক সম্মতিতে কাজির মাধ্যমে তালাক হয়ে দেনমোহর, খোরপোশ ও সন্তানের খরচ মিটেছে। আমরা বিয়ে করতে চাই, শিশুটিকেও কাছে রাখতে চাই, কিন্তু পরিবার রাজি নয় এবং আমার সামর্থ্য কম। এই বিয়ে ও শিশুকে লালন করতে আইনি বাধা আছে কি, আর ন্যূনতম দেনমোহর কত?"
prot_0094_01,Sarwad,79,"সম্প্রতি ফেসবুকে প্রত্যেক বিকাশ অ্যাকাউন্টধারীর করোনাকালীন প্রণোদনা দেওয়ার ঘোষণা দেখতে পাই। আমিও প্রণোদনা পাওয়ার জন্য ওয়েবসাইটে অ্যাকাউন্টের সব তথ্য দিই। কিন্তু এটি ছিল আসলে প্রতারণা। ওই ভুয়া ওয়েবসাইটের মাধ্যমে আমার অ্যাকাউন্টের সব টাকা হাতিয়ে নেওয়া হয়। টাকাগুলো ফিরে পাওয়া আমার জন্য খুবই দরকার। কারণ, আমার মেয়েদের সারা জীবনের বৃত্তি, পুরস্কার ও উপহারের টাকা ওই অ্যাকাউন্টে ছিল। অনলাইনে প্রতারণার ব্যাপারে আইন কী বলে? আইনের সাহায্যে কি আমি টাকাগুলো ফিরে পাব? ওই প্রতারকের বিকাশ নম্বর আমার কাছে আছে। নাম প্রকাশে অনিচ্ছুক","সম্প্রতি ফেসবুকে প্রত্যেক বিকাশ অ্যাকাউন্টধারীর করোনাকালীন প্রণোদনা দেওয়ার ঘোষণা দেখতে পাই। আমিও প্রণোদনা পাওয়ার জন্য ওয়েবসাইটে অ্যাকাউন্টের সব তথ্য দিই। কিন্তু এটি ছিল আসলে প্রতারণা। ওই ভুয়া ওয়েবসাইটের মাধ্যমে আমার অ্যাকাউন্টের সব টাকা হাতিয়ে নেওয়া হয়। টাকাগুলো ফিরে পাওয়া আমার জন্য খুবই দরকার। কারণ, আমার মেয়েদের সারা জীবনের বৃত্তি, পুরস্কার ও উপহারের টাকা ওই অ্যাকাউন্টে ছিল। অনলাইনে প্রতারণার ব্যাপারে আইন কী বলে? আইনের সাহায্যে কি আমি টাকাগুলো ফিরে পাব? ওই প্রতারকের বিকাশ নম্বর আমার কাছে আছে। নাম প্রকাশে অনিচ্ছুক",yes,,exact copy of copyrighted source question,"ফেসবুকে বিকাশ গ্রাহকদের করোনাকালীন প্রণোদনার ভুয়া ঘোষণা দেখে একটি ওয়েবসাইটে অ্যাকাউন্টের সব তথ্য দিয়েছিলাম। প্রতারকেরা পুরো টাকা নিয়ে গেছে; সেখানে মেয়েদের বৃত্তি, পুরস্কার ও উপহারের সঞ্চয় ছিল। প্রতারকের বিকাশ নম্বর আমার কাছে আছে। অনলাইন প্রতারণার আইনে কি টাকা ফেরত পেতে পারি?"
prot_0100_03,Sarwad,37,"২. অর্পিত সম্পত্তির তালিকা-সম্পর্কিত গেজেট প্রকাশের পরবর্তী ৩০০ দিনের মধ্যে জমির মালিককে বা তাদের দাবির সমর্থনে আবেদন করতে পারবেন, কিন্তু জমির মালিক বা উত্তরাধিকার যদি ৩০০ দিন পরে আবেদন করেন তাহলে ট্রাইব্যুনালে আবেদন করতে পারবেন কি না?","২. অর্পিত সম্পত্তির তালিকা-সম্পর্কিত গেজেট প্রকাশের পরবর্তী ৩০০ দিনের মধ্যে জমির মালিককে বা তাদের দাবির সমর্থনে আবেদন করতে পারবেন, কিন্তু জমির মালিক বা উত্তরাধিকার যদি ৩০০ দিন পরে আবেদন করেন তাহলে ট্রাইব্যুনালে আবেদন করতে পারবেন কি না?",no,,exact copy of copyrighted source question,অর্পিত সম্পত্তির তালিকার গেজেট হওয়ার পর দাবির পক্ষে আবেদন করতে মালিক বা উত্তরাধিকারীদের ৩০০ দিন সময় থাকে। এই সময় পেরিয়ে গেলে কি ট্রাইব্যুনালে আবেদন করা যাবে?
prot_0103_04,Sarwad,10,"আমি যদি আরেকটি বিয়ে করতে চাই, সেটাও কি করতে পারব?","আমি যদি আরেকটি বিয়ে করতে চাই, সেটাও কি করতে পারব?",no,,exact copy of copyrighted source question,বর্তমান পরিস্থিতিতে আমি চাইলে কি আইন মেনে আরেকটি বিয়ে করতে পারব?
prot_0107_04,Sarwad,24,"আমার কিছু প্রশ্ন: ১. কোনো মামলায় যাকে ১ নম্বর আসামি করা হয় এবং সে যদি পলাতক হয়, তার ঘাড়ে দোষের চাপ বেড়ে যায় কি?","আমার কিছু প্রশ্ন: ১. কোনো মামলায় যাকে ১ নম্বর আসামি করা হয় এবং সে যদি পলাতক হয়, তার ঘাড়ে দোষের চাপ বেড়ে যায় কি?",no,,exact copy of copyrighted source question,কোনো মামলার এক নম্বর আসামি পলাতক থাকলে কি শুধু পালিয়ে থাকার কারণে তার ওপর অপরাধের দায় বা দোষ বেশি পড়ে?
prot_0110_01,Sarwad,62,"প্রতিটি মামলা শুনানি শেষে মিথ্যা প্রমাণিত হওয়ায় বাবা তা থেকে অব্যাহতি পান। ২০০৮ সালে মামলার রায় এবং সরকারিভাবে গঠিত তদন্ত কমিটির তদন্তে নির্দোষ প্রমাণিত হওয়ায় চার্জ ফিরে পান। এই সাড়ে চার বছর পরিচালনা পর্ষদ বেআইনিভাবে তাঁর নামে বরাদ্দকৃত খোরপোশ ভাতার অর্থ উত্তোলন করতে দেয়নি। উল্লেখ্য, বাবার এমপিও বন্ধ হয়নি। আমার প্রশ্ন, এই ৪৮ মাসের বকেয়া বেতন-ভাতাদি পেতে হলে কী করা যেতে পারে?","প্রতিটি মামলা শুনানি শেষে মিথ্যা প্রমাণিত হওয়ায় বাবা তা থেকে অব্যাহতি পান। ২০০৮ সালে মামলার রায় এবং সরকারিভাবে গঠিত তদন্ত কমিটির তদন্তে নির্দোষ প্রমাণিত হওয়ায় চার্জ ফিরে পান। এই সাড়ে চার বছর পরিচালনা পর্ষদ বেআইনিভাবে তাঁর নামে বরাদ্দকৃত খোরপোশ ভাতার অর্থ উত্তোলন করতে দেয়নি। উল্লেখ্য, বাবার এমপিও বন্ধ হয়নি। আমার প্রশ্ন, এই ৪৮ মাসের বকেয়া বেতন-ভাতাদি পেতে হলে কী করা যেতে পারে?",yes,,exact copy of copyrighted source question,বাবার বিরুদ্ধে প্রতিটি মামলা মিথ্যা প্রমাণিত হয়ে তিনি অব্যাহতি পান। ২০০৮ সালের রায় ও সরকারি তদন্তে নির্দোষ প্রমাণিত হয়ে চাকরির চার্জও ফিরে পেয়েছেন; এমপিও বন্ধ হয়নি। তবু পরিচালনা পর্ষদ সাড়ে চার বছর বা ৪৮ মাসের খোরপোশ ও বেতন-ভাতা তুলতে দেয়নি। এই বকেয়া কীভাবে পাওয়া যাবে?
prot_0112_01,Sarwad,51,"এরপর দেখলাম, দালাল গ্রেপ্তারের খবর। পরে জয়পুরহাটের পুলিশ এসে ঢাকার বিভিন্ন হাসপাতালের ডাক্তার ও কর্মকর্তাদের জিজ্ঞাসাবাদ করছে। শেষের দিকে হাইকোর্টের নির্দেশ, ডাক্তারদের লাইসেন্স বাতিল, যারা বেচাকেনায় জড়িত। সম্পাদকীয় ও উপসম্পাদকীয় বিভিন্ন কলামে বিস্তারিত লেখা হয়েছে।গত ১৮ সেপ্টেম্বর আইন অধিকার পাতায় পাঠকের প্রশ্ন বিভাগে একজন পাঠকের প্রশ্ন, ‘অবৈধভাবে কিডনি বিক্রির শাস্তি কী?","এরপর দেখলাম, দালাল গ্রেপ্তারের খবর। পরে জয়পুরহাটের পুলিশ এসে ঢাকার বিভিন্ন হাসপাতালের ডাক্তার ও কর্মকর্তাদের জিজ্ঞাসাবাদ করছে। শেষের দিকে হাইকোর্টের নির্দেশ, ডাক্তারদের লাইসেন্স বাতিল, যারা বেচাকেনায় জড়িত। সম্পাদকীয় ও উপসম্পাদকীয় বিভিন্ন কলামে বিস্তারিত লেখা হয়েছে।গত ১৮ সেপ্টেম্বর আইন অধিকার পাতায় পাঠকের প্রশ্ন বিভাগে একজন পাঠকের প্রশ্ন, ‘অবৈধভাবে কিডনি বিক্রির শাস্তি কী?",no,,exact copy of copyrighted source question,"দালাল গ্রেপ্তার, হাসপাতালের চিকিৎসক-কর্মকর্তাদের জিজ্ঞাসাবাদ, হাইকোর্টের নির্দেশ ও জড়িত চিকিৎসকদের লাইসেন্স বাতিলের খবর দেখেছি। অবৈধভাবে কিডনি বিক্রি করলে আইনে কী শাস্তি হয়?"
prot_0113_03,Sarwad,8,আদৌ কি কোনো বিচার চাওয়ার পথ খোলা আছে?,আদৌ কি কোনো বিচার চাওয়ার পথ খোলা আছে?,no,,exact copy of copyrighted source question,এই ঘটনার জন্য বিচার বা আইনি প্রতিকার চাওয়ার কোনো পথ কি এখনো খোলা আছে?
prot_0114_07,Sarwad,20,বা সংশ্লিষ্ট আদালতকে দ্রুত সাক্ষ্য সমাপ্ত করে সুনির্দিষ্ট তারিখের মধ্যে মামলা নিষ্পত্তি করতে আমি কি উচ্চ আদালতে শরণাপন্ন হতে পারি?,বা সংশ্লিষ্ট আদালতকে দ্রুত সাক্ষ্য সমাপ্ত করে সুনির্দিষ্ট তারিখের মধ্যে মামলা নিষ্পত্তি করতে আমি কি উচ্চ আদালতে শরণাপন্ন হতে পারি?,no,,exact copy of copyrighted source question,সংশ্লিষ্ট আদালতকে দ্রুত সাক্ষ্য শেষ করে নির্দিষ্ট সময়ের মধ্যে মামলা নিষ্পত্তির নির্দেশ চাইতে আমি কি উচ্চ আদালতে যেতে পারি?
prot_0122_01,Sarwad,56,"নিষেধ করা সত্ত্বেও আসে, কিন্তু কোনো দায়িত্ব পালন করে না। বরং বিভিন্নভাবে বিরক্ত করে। বর্তমানে ঋণ ও অন্যান্য কারণে সমস্ত দায়িত্ব পালনে অক্ষম হওয়ায় তাকে বলেছি মেয়ের ভরণপোষণের জন্য কিছু টাকা দিতে, কিন্তু সে বলে যে তার কোনো টাকা নেই। তাই সে দিতে পারবে না। আমি ও আমার মেয়ে কীভাবে তার কাছ থেকে ভরণপোষণ পেতে পারি?","নিষেধ করা সত্ত্বেও আসে, কিন্তু কোনো দায়িত্ব পালন করে না। বরং বিভিন্নভাবে বিরক্ত করে। বর্তমানে ঋণ ও অন্যান্য কারণে সমস্ত দায়িত্ব পালনে অক্ষম হওয়ায় তাকে বলেছি মেয়ের ভরণপোষণের জন্য কিছু টাকা দিতে, কিন্তু সে বলে যে তার কোনো টাকা নেই। তাই সে দিতে পারবে না। আমি ও আমার মেয়ে কীভাবে তার কাছ থেকে ভরণপোষণ পেতে পারি?",no,,exact copy of copyrighted source question,"নিষেধ করলেও সে আসে, দায়িত্ব নেয় না, বরং বিরক্ত করে। ঋণসহ নানা কারণে আমি সব খরচ চালাতে পারছি না। মেয়ের ভরণপোষণের টাকা চাইলে সে বলে তার সামর্থ্য নেই। আমি ও আমার মেয়ে কীভাবে তার কাছ থেকে ভরণপোষণ আদায় করব?"
