qid,annotator,n_words,question_bn,paraphrase,pii_removed,notes,merged_from
prot_0086_02,Sarwad,62,"ছয় বছর আগে কলেজে পড়ার সময় এক হিন্দুধর্মের ছেলের সঙ্গে সম্পর্ক হয়। কিছুদিন পর কাজি অফিসে আমরা বিবাহ করি; কাগজে ছেলের ধর্ম ইসলাম, ছেলের ডাকনাম এবং বাবার অন্য একটি নাম লেখা হয়। কিছুদিন পর ছেলেটা বলে, এ বিয়ের কোনো আইনগত ভিত্তি নেই। এরপর থেকে আমাদের কোনো যোগাযোগ নেই। এখন আমি অন্য কাউকে বিয়ে করতে চাইলে কি কোনো সমস্যা হবে? নাম প্রকাশে অনিচ্ছুক","ছয় বছর আগে কলেজে থাকতে একটি হিন্দু ছেলের সঙ্গে প্রেম হয়। পরে কাজি অফিসে বিয়ে করি। কাগজে তার ধর্ম ইসলাম লেখা হয়, নামের জায়গায় ডাকনাম আর বাবার জায়গায় অন্য নাম দেওয়া হয়। কিছুদিনের মধ্যেই সে বলে, এই বিয়ে নাকি আইনমতো হয়নি। তারপর আর আমাদের যোগাযোগ হয়নি। এখন অন্য কাউকে বিয়ে করতে গেলে কি কোনো ঝামেলা হবে? নিজের নাম জানাতে চাই না।",no,,
prot_0087_02,Sarwad,109,"আমি বেসরকারি একটা চাকরি করি। পুরো পরিবার আমার ওপর নির্ভরশীল। ২০০৫ সালে পরিবারের মতে, অশিক্ষিত এক মেয়েকে বিয়ে করি। সে দেখতেও ভালো নয়। শর্ত ছিল একটা সরকারি চাকরি, না হলে ৫০ হাজার টাকা দেবে আমাকে। আমি যৌতুককে খুবই ঘৃণা করি। তারপরও এই শর্তে রাজি ছিলাম। কারণ, আমি নিতান্তই গরিব ঘরের ছেলে। আমার বাবা ও ছোট ভাই দিনমজুর। আমিও ছাত্রজীবনে অন্যের বাড়িতে কাজ করে, লজিং থেকে পড়াশোনা করেছি। বিয়ে করার পর শ্বশুরবাড়ি থেকে কিছুই পাইনি। আমাদের একটি মেয়ে আছে। চাকরির কারণে আমি দূরে থাকায় আমার স্ত্রী পরকীয়ায় জড়িয়ে পড়ে। এখন স্ত্রী চাপ দিচ্ছে, তার দেনমোহর পরিশোধ না করলে মামলা করবে। এখন দেনমোহর পরিশোধ করার ক্ষমতা আমার নেই। কী করতে পারি?","বেসরকারি চাকরি করে সংসারের সবাইকে চালাই। পরিবারের পছন্দে ২০০৫ সালে এক মেয়েকে বিয়ে করি, যার লেখাপড়া নেই, দেখতেও তেমন ভালো নয়। কথা ছিল আমাকে সরকারি চাকরি দেওয়া হবে, তা না হলে ৫০ হাজার টাকা। যৌতুক পছন্দ করি না একেবারেই, তবু এতে রাজি হয়েছিলাম। কারণ আমরা খুব গরিব। বাবা ও ছোট ভাই দিনমজুরি করেন। আমিও পড়ার সময় মানুষের বাড়িতে কাজ করে আর লজিং থেকে পড়েছি। বিয়ের পরে শ্বশুরবাড়ি থেকে কিছুই পাইনি। আমাদের একটি মেয়ে আছে। কাজের জন্য দূরে থাকি বলে স্ত্রী অন্য সম্পর্কে জড়িয়েছে। এখন সে বলছে, দেনমোহর না দিলে মামলা করবে। এই মুহূর্তে ওই টাকা দেওয়ার সামর্থ্য আমার নেই। আমি কী করতে পারি?",no,,
prot_0088_02,Sarwad,176,"আমি যে মেয়েকে ভালোবাসতাম, ২০০৬ সালে সেই মেয়ের অভিভাবকের চাপে গোপনে বিয়ে করি। তারা আমাকে বলেছে, আমার পড়ালেখা শেষ না হওয়া পর্যন্ত বিয়ের কথা গোপন রাখবে। কিন্তু এক বছর যেতে না যেতেই তারা আমাকে তাদের বাড়িতে আটকে আমার মাকে খবর দেয়। আটকে রাখার সময় তারা আমার সঙ্গে এমন ব্যবহার করে যেন আমি চোর। পরে আমার মা ইউনিয়নের মেম্বার, চেয়ারম্যানকে সঙ্গে নিয়ে মেয়েসহ আমাকে বাড়িতে নিয়ে যান। আমাদের বিয়ে হয় মেয়ের নানার বাড়িতে। তখন আমার সঙ্গে শুধু আমার এক বন্ধু ছিল। বিয়েতে দুই লাখ টাকা দেনমোহর ধার্য করা হয়। কোনো উশুল দেওয়া হয়নি। তাদের বাড়িতে আটকে রাখার ঘটনার কথা মনে হলে এখনো আমার দম বন্ধ হয়ে আসে। স্ত্রীকে আমি মোটেও সহ্য করতে পারি না। মনে মনে তাকে কয়েকবার তালাক দিয়েছি। এখন আমি স্নাতক (সম্মান) তৃতীয় বর্ষে পড়ি। আমার আগের ফল ভালো। তাই আশা করি ভালো চাকরি পাব। আমার পড়ালেখা শেষ হলে তাকে আনুষ্ঠানিকভাবে তালাক দিতে চাই। স্ত্রীপক্ষের মামলা করার আশঙ্কা আছে। মামলা যদি হয়, আমার চাকরি নেওয়ার ক্ষেত্রে কোনো অসুবিধা হবে কি না। তাকে কীভাবে আইনের মাধ্যমে তালাক দেব পরামর্শ চাই। দেনমোহরের সম্পূর্ণ টাকা কি দেওয়া লাগবে?মাহমুদচাঁদপুর","যে মেয়েটিকে ভালোবাসতাম, ২০০৬ সালে তার বাড়ির লোকের চাপে গোপনে বিয়ে করি। তারা বলেছিল, আমার লেখাপড়া শেষ না হওয়া পর্যন্ত কাউকে জানাবে না। অথচ এক বছরের মধ্যেই তাদের বাড়িতে আমাকে আটকে মাকে খবর পাঠায়। এমনভাবে ব্যবহার করে, মনে হচ্ছিল আমি চোর। পরে মা ইউনিয়নের মেম্বার আর চেয়ারম্যানকে নিয়ে এসে মেয়েটিসহ আমাকে বাড়ি নিয়ে যান। বিয়েটা হয়েছিল মেয়ের নানাবাড়িতে। আমার সঙ্গে সেদিন শুধু এক বন্ধু ছিল। দেনমোহর দুই লাখ টাকা ঠিক হয়, কিছুই উশুল দেওয়া হয়নি। ওদের বাড়িতে বন্দী থাকার কথা ভাবলে এখনো শ্বাস বন্ধ হয়ে আসে। স্ত্রীকে একদম সহ্য হয় না। মনে মনে বেশ কয়েকবার তাকে তালাক দিয়েছি। এখন অনার্স তৃতীয় বর্ষে পড়ি। আগের পরীক্ষায় ভালো করেছি বলে আশা আছে ভালো চাকরি পাব। পড়া শেষ করে নিয়মমতো তালাক দিতে চাই। কিন্তু তার পক্ষ থেকে মামলা হতে পারে। মামলা হলে কি চাকরি পেতে সমস্যা হবে? আইনি নিয়মে তালাক দিতে কী করব, জানতে চাই। দেনমোহরের পুরো দুই লাখই কি পরিশোধ করতে হবে?",yes,,
prot_0091_01,Sarwad,91,"আমার বয়স ২০ বছর। স্নাতক (সম্মান) দ্বিতীয় বর্ষের ছাত্রী। দুই বছর হলো আমার বিয়ে হয়েছে। স্বামী বেসরকারি প্রতিষ্ঠানের কর্মকর্তা। আমার বিয়ে মা-বাবার সম্মতিতে হয়েছে। আমার মত ছিল না, কিন্তু আমি তাঁদের মুখের দিকে তাকিয়ে তখন কিছু বলতে পারিনি। আমি তাঁর কাছে সুখী নই। তাঁর সঙ্গে আমার অনেক কিছুতেই মিল হয় না, সে জন্য মানসিক যন্ত্রণায় আছি। আমি আমার পড়ালেখা চালিয়ে যেতে চাই। আমি ডিভোর্স চাই। কিন্তু আমার পরিবার জানলে অনেক সমস্যা হবে। পরিবারকে না জানিয়ে কি তা সম্ভব? যদি তাঁর কাছে আমি ডিভোর্স চাই, তবে কি সে রাজি হবে?নাম প্রকাশে অনিচ্ছুকচট্টগ্রাম","আমি অনার্স দ্বিতীয় বর্ষে পড়ি, বয়স ২০। দুই বছর আগে বিয়ে হয়েছে। স্বামী একটি বেসরকারি প্রতিষ্ঠানে কর্মকর্তা। বাবা-মা রাজি থাকলেও বিয়েতে আমার ইচ্ছা ছিল না। তাঁদের কথা ভেবে তখন মুখ খুলিনি। তাঁর সঙ্গে সংসার করে সুখ পাচ্ছি না। অনেক ব্যাপারেই আমাদের মেলে না, তা নিয়ে মানসিক কষ্টে আছি। পড়াশোনাটা চালিয়ে যেতে চাই। আমি বিচ্ছেদ চাই, কিন্তু পরিবার জানতে পারলে অনেক ঝামেলা হবে। তাঁদের না জানিয়ে কি ডিভোর্স করা যায়? স্বামীকে ডিভোর্সের কথা বললে তিনি কি রাজি হবেন? পরিচয় গোপন রাখতে চাই।",yes,,
prot_0091_07,Sarwad,149,"আমার বাবা তিনটা বিয়ে করেছেন। আমরা প্রথম ঘরের সন্তান। আমরা এক ভাই ও এক বোন। দ্বিতীয় ঘরে এক ভাই এবং তৃতীয় ঘরে এক বোন। আমি নতুন বিয়ে করেছি। সংসারে সব সময় অশান্তি লেগেই আছে। আমি ছোট্ট একটি বেসরকারি প্রতিষ্ঠানে চাকরি করি। মাসে পাঁচ হাজার টাকা বেতন পাই। এখন বাবা আমাকে আমার মাসহ আমার স্ত্রীকে আলাদা খেতে বলছেন। আমার বাবা মাসে ২০ হাজার টাকা বেতন পান। তাঁর দ্বিতীয় স্ত্রী বর্তমানে বিদেশে আছেন। সেই ঘরের সন্তানকে সাত মাস বয়স থেকে আমার মা লালন-পালন করছেন। আমার বোনটি এসএসসি পরীক্ষার্থী। আমার দাদা-দাদি বর্তমানে বেঁচে আছেন। আমার বাবাও তাঁদের খোঁজখবর নেন না। এ অবস্থায় আমার পক্ষে মা, বোন ও দাদা-দাদি— সবাইকে ভরণ-পোষণ দেওয়া সম্ভব নয়। কারণ আমার বেতন অল্প। আমি ঢাকায় থাকি। মাসে আমার প্রায় আড়াই হাজার টাকা খরচ হয়। আমাদের বাড়ি থেকে বের করে দেওয়া হয়েছে। এখন যাওয়ার কোনো জায়গা নেই। এ অবস্থায় আমি কী করব? তার নামে কি কোনো মামলা করব?জাহিদ হাসান","বাবার তিনটি বিয়ে। আমরা প্রথম স্ত্রীর সন্তান—এক ভাই, এক বোন। দ্বিতীয় সংসারে এক ছেলে, তৃতীয় সংসারে এক মেয়ে। আমি সম্প্রতি বিয়ে করেছি। ঘরে সবসময় অশান্তি। ছোট একটি বেসরকারি প্রতিষ্ঠানে মাসে পাঁচ হাজার টাকা বেতন পাই। বাবা বলছেন, আমাকে মা আর স্ত্রীকে নিয়ে আলাদা থাকতে হবে। অথচ বাবার নিজের মাসিক আয় ২০ হাজার টাকা। দ্বিতীয় স্ত্রী বিদেশে থাকেন, আর সেই ঘরের সন্তানকে সাত মাস বয়স থেকে আমার মা মানুষ করছেন। আমার বোন এসএসসি পরীক্ষার্থী। দাদা-দাদি বেঁচে থাকলেও বাবা তাঁদের খোঁজ নেন না। এত কম আয় দিয়ে মা, বোন আর দাদা-দাদির সবার খরচ চালানো আমার পক্ষে অসম্ভব। শহরে থাকতে মাসে প্রায় আড়াই হাজার টাকা খরচ হয়, উপরন্তু বাড়ি থেকেও বের করে দেওয়া হয়েছে। এখন কোথায় যাব? বাবার বিরুদ্ধে কি মামলা করা উচিত?",yes,,
prot_0097_01,Sarwad,81,"আমাদের সমাজে অপুত্রক ব্যক্তির মৃত্যুর পর তাঁর সম্পত্তি থেকে মেয়েদের বঞ্চিত করা হয়। কেউ জীবদ্দশায় মেয়েকে সম্পত্তি দিয়ে যেতে চাইলে কী করতে হবে? কোনো জমি হস্তান্তর বা বিক্রির জন্য দলিল কি দলিল লেখক দিয়ে লেখানো বাধ্যতামূলক? এমন দলিলে কেবল গৎবাঁধা কিছু বিষয় লেখা হয়। ব্যক্তি কেন তাঁর সম্পত্তি সন্তানকে কিংবা অন্য কাউকে দান করে যেতে চান, দলিলে সে বিষয় উল্লেখ করার সুযোগ আছে কি? ব্যক্তি মারা যাওয়ার পর অনেক আলোচনা–সমালোচনা হয়। এ ধরনের বিবরণ লিপিবদ্ধ থাকলে হয়তো অন্যায় সমালোচনা অনেকাংশে কমবে","আমাদের সমাজে ছেলে না থাকা মানুষের মৃত্যুর পর মেয়েদের সম্পত্তি থেকে সরিয়ে দেওয়া হয়। কেউ জীবিত থাকতেই মেয়েকে সম্পত্তি দিয়ে যেতে চাইলে কীভাবে করতে হবে? জমি হস্তান্তর বা বিক্রির দলিল কি অবশ্যই দলিল লেখক দিয়ে লেখাতে হয়? সাধারণ দলিলে তো শুধু বাঁধাধরা কথাই থাকে। কেউ কেন নিজের সম্পত্তি সন্তান বা অন্য কাউকে দান করছেন, সেই কারণটাও কি দলিলে লেখার সুযোগ আছে? মানুষটি মারা গেলে যে নানা কথা ওঠে, এই বিবরণ লিখে রাখলে হয়তো অকারণ সমালোচনা কমবে।",no,,
prot_0100_06,Sarwad,12,৪. এবং উত্তরাধিকার প্রমাণের জন্য বাংলাদেশের উত্তরাধিকারের কী কী ডকুমেন্টের প্রয়োজন হবে?,উত্তরাধিকারী প্রমাণ করতে বাংলাদেশে কী কী কাগজপত্র লাগবে?,no,,
prot_0103_02,Sarwad,48,"কিন্তু আমার ছোট ছেলের বয়স মাত্র চার বছর। তাই ওর মুখের দিকে তাকিয়ে সবকিছু সহ্য করি। কিন্তু আর পারছি না। তাই এসব নির্যাতন সহ্য করতে না পেরে আমি সিদ্ধান্ত নিয়েছি, আমি আমার স্বামীকে তালাক দেব। সে ক্ষেত্রে আমি যদি আমার স্বামীকে তালাক দিতে চাই, কী করা লাগবে আমাকে?",আমার ছোট ছেলের বয়স মাত্র চার বছর বলে এত দিন সব নির্যাতন সহ্য করেছি। কিন্তু আর পারছি না। তাই স্বামীকে তালাক দেওয়ার সিদ্ধান্ত নিয়েছি। আমি তাঁকে তালাক দিতে চাইলে আমাকে কী কী করতে হবে?,no,,
prot_0104_03,Sarwad,124,"অর্পিত সম্পত্তির হিসাবে গেজেট প্রকাশিত হলে ওই সম্পত্তি কোনো ভারতীয় নাগরিক মালিকানা দাবি করতে পারবেন না। শুধু বাংলাদেশে বসবাসকারী ভারতীয় নাগরিকদের ‘উত্তরাধিকারী’ বা ‘উত্তরাধিকারীর স্বার্থাধিকারী’ ও সহ-অংশীদারেরা ট্রাইব্যুনালে আবেদন করতে পারবেন। ৪. যেহেতু মৃত নৃপেন্দ্র চন্দ্র দেব ও জীবিত কৃপেশ চন্দ্র দেব এই দেশ ১৯৬৫ সালের আগে ত্যাগ করেছেন (অব্যাহতভাবে বাংলাদেশের নাগরিক নন) সেহেতু তাঁদের ‘উত্তরাধিকারী’ বা ‘উত্তরাধিকারীর স্বার্থাধিকারী’ হিসেবে আমার পিতা হওয়াতে কোনো আইনগত বাধা আছে কি না? কারণ, সরকার তো তাঁদের নামীয় সম্পত্তি প্রত্যর্পণ তালিকায় প্রকাশ করেছে। এর পরও মৃত নৃপেন্দ্র চন্দ্র দেবের উত্তরাধিকারী ও কৃপেশ চন্দ্র দেব উভয় পক্ষদ্বয়, আমার পিতার সূত্রে বর্তমানে আমিই তাঁদের এই সম্পত্তির একমাত্র উত্তরাধিকারী এরূপ স্বীকৃতিপত্র উভয় পক্ষই দিতে সম্মত আছে। তবে ভারত থেকে তাঁদের পাঠানো ডকুমেন্ট রাষ্ট্রীয়ভাবে বাংলাদেশে অর্থাৎ এই ট্রাইব্যুনালে গৃহীত হবে কি না?","অর্পিত সম্পত্তির গেজেট বের হলে কোনো ভারতীয় নাগরিক ওই সম্পত্তির মালিকানা দাবি করতে পারবেন না। শুধু বাংলাদেশে থাকা ভারতীয় নাগরিকদের উত্তরাধিকারী, উত্তরাধিকারসূত্রে স্বার্থ পাওয়া ব্যক্তি বা সহ-অংশীদাররা ট্রাইব্যুনালে আবেদন করতে পারবেন। মৃত ব্যক্তি ও জীবিত ব্যক্তিরা ১৯৬৫ সালের আগে দেশ ছাড়ায় তাঁদের উত্তরাধিকারী হিসেবে আমার বাবার নাম থাকলে কোনো আইনি বাধা আছে কি? সরকার তাঁদের নামে সম্পত্তি প্রত্যর্পণের তালিকা প্রকাশ করেছে। তাঁদের পক্ষগুলোও রাজি যে বাবার সূত্রে আমি তাঁদের সম্পত্তির একমাত্র উত্তরাধিকারী—এমন স্বীকৃতিপত্র দেবে। কিন্তু ভারত থেকে পাঠানো কাগজ কি বাংলাদেশে, অর্থাৎ এই ট্রাইব্যুনালে, সরকারি ভাবে গ্রহণ করা হবে?",yes,মূলের শুরুতে আইনসংক্রান্ত বক্তব্য ও পরের প্রশ্ন একসঙ্গে আছে; উভয় অংশ রাখা হয়েছে। ব্যক্তিনাম বাদ দেওয়া হয়েছে।,
prot_0105_04,Sarwad,26,"তৃতীয় প্রশ্ন হচ্ছে, লেখকের প্রথম দিকের কিছু বই গুলতেকিনের নামে করা হলেও পরের সংস্করণে শাওন বা অন্যদের নামে দেওয়া হয়েছে। এ ক্ষেত্রে কে এই স্বত্ব পাবে?",তৃতীয় প্রশ্ন: লেখকের প্রথম দিকের কয়েকটি বই এক ব্যক্তির নামে প্রকাশিত হলেও পরের সংস্করণগুলো আরেকজন বা অন্যদের নামে বের হয়েছে। সে ক্ষেত্রে বইগুলোর স্বত্ব কার হবে?,yes,,
prot_0107_05,Sarwad,20,"২. মামলার রায় যখন দোরগোড়ায় পৌঁছায়, ওই মুহূর্তে পলাতক আসামি আদালতে আত্মসমর্পণ করলে তার আদালত অবমাননার দায়-কলঙ্ক মুছে যাবে কি?","মামলার রায় প্রায় হয়ে যাওয়ার সময় কোনো পলাতক আসামি আদালতে এসে আত্মসমর্পণ করলে, তার বিরুদ্ধে থাকা আদালত অবমাননার দায় বা কলঙ্ক কি মুছে যাবে?",no,,
prot_0109_02,Sarwad,62,"এতে কাজ না হওয়ায় ২২-১১-১১ তারিখে কুমিল্লায় একটি যৌতুকের মামলা করেন। এ জন্য আমার ছোট ভাইকে হুমকি দেওয়ায় সে ১৭-১১-১১ তারিখে থানায় একটি জিডি করে। কিন্তু পুলিশের ভূমিকা রহস্যজনক। স্বামীর হুমকি অব্যাহত। প্রতিবন্ধী মেয়েটির কী হবে, দ্বিতীয় বিয়ের কোনো শাস্তি হবে কি না, বোনটি কীভাবে অধিকার ফিরে পাবে, থানায় ওয়ারেন্ট আসার পরও পুলিশের টনক নড়ছে না কেন, মিথ্যা চুরির অভিযোগের কী হবে?","কাজ না হওয়ায় ২২-১১-১১ তারিখে একটি শহরে যৌতুকের মামলা করা হয়। আমার ছোট ভাইকে হুমকি দেওয়ার কারণে সে ১৭-১১-১১ তারিখে থানায় জিডি করে। কিন্তু পুলিশের আচরণ রহস্যজনক, স্বামীর হুমকিও থামছে না। প্রতিবন্ধী মেয়েটির কী হবে? দ্বিতীয় বিয়ের জন্য কোনো শাস্তি হবে? বোন কীভাবে নিজের অধিকার ফিরে পাবে? থানায় ওয়ারেন্ট থাকার পরও পুলিশ নড়ছে না কেন? আর মিথ্যা চুরির অভিযোগের কী হবে?",yes,মূলের স্থাননাম বাদ দিয়ে শহর বলা হয়েছে; একাধিক প্রশ্ন ও সময়রেখা অক্ষুণ্ণ রাখা হয়েছে।,
prot_0111_02,Sarwad,20,তবে তার দ্বিতীয় বিয়ের কোনো কাবিন বা প্রমাণ আমার কাছে নেই। তার দ্বিতীয় বিয়ের কাবিননামা না পেলে কীভাবে মামলা করব?,তার দ্বিতীয় বিয়ের কাবিননামা বা অন্য কোনো প্রমাণ আমার কাছে নেই। ওই কাবিননামা না পেলে কীভাবে মামলা করব?,no,,
prot_0114_03,Sarwad,81,"যত দিন পর্যন্ত আপনার ছেলে নিজে সাবালক না হবে এবং উপার্জন করতে না পারবে কিংবা সক্ষম না হবে কোনো কাজ করার, তত দিন পর্যন্ত তার ভরণপোষণের খরচ তার বাবাকে দিতে হবে। সে ক্ষেত্রে তিনি যদি ভরণপোষণের খরচ দিতে না চান, তাহলে তাঁর বিরুদ্ধে মামলা করতে পারেন পারিবারিক আদালতে। আইন অনুযায়ী সাত বছর পর্যন্ত ছেলেসন্তান মায়ের কাছে থাকবে। তবে আদালতে প্রতিকার চাইলে আদালত সন্তানের কল্যাণের কথা বিবেচনা করে সাত বছর বয়সের পরও মায়ের কাছে থাকার আদেশ দিতে পারেন।অবৈধভাবে কিডনি বিক্রির শাস্তি কী?","আপনার ছেলে নিজে সাবালক হয়ে কাজ করে আয় করতে না পারা পর্যন্ত তার বাবা ভরণপোষণের খরচ দেবেন। তিনি দিতে না চাইলে পারিবারিক আদালতে মামলা করতে পারেন। আইনে ছেলেসন্তান সাত বছর পর্যন্ত মায়ের কাছে থাকে, তবে সন্তানের মঙ্গল হলে আদালত সাত বছরের পরও মায়ের তত্ত্বাবধানে রাখার আদেশ দিতে পারেন। অবৈধভাবে কিডনি বিক্রি করলে কী শাস্তি হয়?",no,ভরণপোষণ/হেফাজত বিষয়ে পরামর্শের সঙ্গে শেষে আলাদা কিডনি-বিক্রির প্রশ্ন জোড়া আছে; দুটোই রাখা হয়েছে।,
prot_0115_01,Sarwad,60,"আমরা কয়েক দিন আগে আমিনবাজারে গণপিটুনিতে ছয় ছাত্রের হত্যাকাণ্ড দেখেছি। আবার নোয়াখালীতে পুলিশের আদেশে মিলনকে গণপিটুনিতে মেরে ফেলা হয়েছে। প্রায়ই দেখা যায়, ছিনতাইকারী সন্দেহে কিংবা নানা অজুহাতে এমন গণপিটুনিতে মানুষ মারা হচ্ছে। কিন্তু এই গণপিটুনি আইনের চোখে কতটা অপরাধ? এর জন্য দায়ী ব্যক্তিদের বিরুদ্ধে কোনো আইনি ব্যবস্থা নেওয়া সম্ভব কি না, আমাদের প্রচলিত আইন কী বলে? বিস্তারিত জানালে উপকৃত হব","কয়েক দিন আগে একটি এলাকায় গণপিটুনিতে ছয় ছাত্রকে হত্যা করতে দেখেছি। আরেক জায়গায় পুলিশের নির্দেশে একজনকে পিটিয়ে মেরে ফেলা হয়েছে। প্রায়ই ছিনতাইকারী সন্দেহে বা অন্য অজুহাতে মানুষকে এভাবে পিটিয়ে মারা হয়। আইন অনুযায়ী গণপিটুনি কতটা অপরাধ? যারা এর জন্য দায়ী, তাদের বিরুদ্ধে কি আইনি ব্যবস্থা নেওয়া যায়? আমাদের প্রচলিত আইন এ বিষয়ে কী বলে? বিস্তারিত জানতে চাই।",yes,,
prot_0121_01,Sarwad,66,"তিনি বেঁচে থাকতে নানা আমার নানির সব জমি বিক্রি করে দেন। কিন্তু নানার ২০ বিঘার মতো জমি ঠিকই রেখে দেন।তিনি যখন বুঝতে পারলেন তাঁর মেয়েদের জমির অংশ দিলে ছেলেদের অংশ কমে যাচ্ছে, তখন নানা সব জমি তাঁর দুই ছেলের নামে লিখে দেন। এবং তাঁর সাত মেয়েকে সম্পত্তির অধিকার থেকে বঞ্চিত করেন। তাই আমি জানতে চাই, আমার নানার সম্পত্তিতে মায়ের অধিকার ফিরিয়ে আনার কোনো রাস্তা আছে কি?","নানা জীবিত থাকতে নানির সব জমি বিক্রি করে দিয়েছিলেন, তবে নিজের প্রায় ২০ বিঘা জমি রেখে দেন। পরে মেয়েদের ভাগ দিলে ছেলেদের অংশ কমবে বুঝে তিনি সব জমি দুই ছেলের নামে লিখে দেন এবং সাত মেয়েকে বঞ্চিত করেন। এখন জানতে চাই, নানার সম্পত্তিতে আমার মায়ের অধিকার ফিরিয়ে আনার কোনো উপায় আছে কি?",no,,
prot_0126_01,Sarwad,34,"তিনি বলেন, ‘তোরা জায়গা পাবি না।’ আমরা মোট চার ভাইবোন, আমরা সবাই হিন্দু পরিবারের সদস্য। আমাদের মা-বাবা জীবিত নেই, ভাইয়ের কোনো ওয়ারিশ নেই। আমরা সবাই বিবাহিত। আমি জানতে চাই, কেন এই জায়গা পাব না?","তিনি বলেন, ‘তোমরা জায়গা পাবে না।’ আমরা চার ভাইবোন, সবাই হিন্দু পরিবারের। মা-বাবা কেউ বেঁচে নেই, আর ভাইয়ের কোনো ওয়ারিশও নেই। আমরা সবাই বিবাহিত। তাহলে আমাদের ওই জায়গা পাওয়ার কথা নয় কেন?",no,,
prot_0130_01,Sarwad,46,"আমি একজন চাকরিজীবী, সনাতন ধর্মের অনুসারী। আমি একটি মেয়েকে ভালোবাসি। আমরা দুজন প্রাপ্তবয়স্ক এবং বিবাহবন্ধনে আবদ্ধ হতে ইচ্ছুক। আমরা কি কোর্ট ম্যারেজের মাধ্যমে আইন অনুযায়ী বিবাহবন্ধনে আবদ্ধ হতে পারব? কোর্ট ম্যারেজের মাধ্যমে বিয়ের বৈধতা কতটুকু? আর অন্য কোনো প্রক্রিয়ায় আমরা বিয়ে করতে পারি? জানালে কৃতজ্ঞ হব",আমি চাকরি করি এবং সনাতন ধর্ম মানি। একটি মেয়েকে ভালোবাসি। আমরা দুজনই প্রাপ্তবয়স্ক এবং বিয়ে করতে চাই। কোর্ট ম্যারেজ করলে কি আইনমতো আমাদের বিয়ে হবে? এইভাবে বিয়ের বৈধতা কতটা? আর কোনো পদ্ধতিতে কি আমরা বিয়ে করতে পারি?,no,,
prot_0136_02,Sarwad,32,মা জীবিত অবস্থায় জায়গা-জমি নিজের নামে বিএস জরিপ না হয়ে ছেলের নামে হতে পারে। কিন্তু এক ছেলের নামে বিএস জরিপ হলে অন্য ছেলের কী করা প্রয়োজন। আইনে কি কোনো প্রতিকার পাওয়া যায়?,"মা জীবিত থাকতেই কি তাঁর জমিজমা নিজের নামে বিএস জরিপ না হয়ে এক ছেলের নামে হতে পারে? যদি এক ছেলের নামে বিএস জরিপ হয়ে যায়, অন্য ছেলেকে তখন কী করতে হবে? আইনে কি তার কোনো প্রতিকার আছে?",no,,
ajke_0144_02,Sarwad,14,"৯০ দিন পর যদি আমরা আবার সংসার করতে চাই, তাহলে কি হিল্লা করাতে হবে?","৯০ দিন পার হওয়ার পর আমরা যদি আবার একসাথে ঘর-সংসার শুরু করতে চাই, তখন কি হিল্লা বিয়ে করাতেই হবে?",no,Follow-up fragment: the earlier context (the talaq) is not in the text,Sorup
ajke_0160_01,Sarwad,34,"কিন্তু স্বামী আমাকে কিছু বলেনি এবং ডিভোর্সও দিচ্ছে না। আমি বলেছি, আমার কোনো দাবি নেই। তবু আমার শ্বশুরবাড়ির লোকজন চায়, আমি ডিভোর্স পেপার দিই। কিন্তু আমি দিতে চাই না। এমন অবস্থায় কী করতে পারি?","কিন্তু আমার স্বামী নিজে আমাকে কিছুই জানায়নি, ডিভোর্সও দিচ্ছে না। আমি তো বলেই দিয়েছি, আমার কিছু চাওয়ার নেই। তারপরও শ্বশুরবাড়ির লোকেরা চাইছে আমিই ডিভোর্সের কাগজ পাঠাই। আমি সেটা দিতে রাজি না। এই অবস্থায় আমার কী করার আছে?",no,Text starts mid-story (beginning cut off),Sorup
ajke_0170_01,Sarwad,64,"নিরাপদ এবং নিশ্চিত কর্মপরিবেশ পাওয়া যেকোনো কর্মজীবী মানুষের একটি মৌলিক চাহিদা। কর্মপরিবেশ ও কর্মস্থল নিরাপদ যদি না হয়, সেখানে নারী কিংবা পুরুষ—কেউ নিরাপদ নন। আর এ বিষয়টি শুধু চাকরিজীবনে নয়, ব্যক্তিগত জীবনেও মানসিক চাপ সৃষ্টি করে। হেঁটে গেলে অন্য সহকর্মীরা আপনার দিকে কীভাবে তাকাচ্ছেন, কিংবা দুজন সহকর্মী দাঁড়িয়ে আপনাকে নিয়ে কী ধরনের মন্তব্য করছেন, এটা ভেবেই যদি সময় চলে যায়, তাহলে কাজ করবেন কখন?","যে কোনো চাকরিজীবী মানুষের জন্য নিরাপদ আর নিশ্চিন্ত একটা কাজের জায়গা থাকা খুব দরকারি। অফিস বা কাজের পরিবেশ যদি নিরাপদ না হয়, তাহলে মেয়ে হোক বা ছেলে, কেউই সেখানে নিরাপদ না। আর এর চাপ শুধু চাকরিতেই থাকে না, ব্যক্তিগত জীবনেও মনের ওপর পড়ে। হাঁটার সময় সহকর্মীরা কীভাবে তাকাচ্ছে, বা দুজন দাঁড়িয়ে আপনাকে নিয়ে কী বলাবলি করছে, এসব ভাবতে ভাবতেই যদি দিন চলে যায়, তাহলে কাজটা করবেন কখন?",no,No explicit question; reads like a column intro about workplace harassment,Sorup
